ovallcon,count
INFARTO CEREBRAL ANTIGUO FRONTO-TEMPORAL IZQUIERDO,1
FRACTURA DE LA RAMA ISQUIOPUBICA DE LA CADERA DERECHA,1
POSOPERATORIO DE LUXACIÓN DE PRÓTESIS DE CADERA,1
ICTUS A. CEREBRAL MEDIA IZDA (01705/2022),1
HEMIPARESIA DRCH + DISFAGIA OROFARINGEA RESIDUAL,1
SINCOPE DE POSIBLE ORIGEN CARDIOLOGICO,1
ICTUS EN TERRITORIO CEREBRAL MEDIA DERECHA,1
NEFROLITIASIS DERECHA CON CÓLICO RENAL DRCH CON MAL CONTROL DEL DOLOR,1
"UPP EN SACRO III , INFECTADA CON SARM , PSEUDOMONA AERUGINOSA",1
ABDOMINALGIA EN RELACIÓN A ILEO PARALÍTICO,1
INSUFICIENCIA RESPIRATORIA CRONICA - NEUMONIA POR SARSCOV-2.,1
NEURALGIA POST- HERPETICA,1
REEMPLAZO DE CADERA IZQ,1
INFECCION RESPIRATORIA - BRONQUIECTASIAS REINFECTADAS,1
METATARSALGIA PIE IZDO.,1
ACCIDENTE TRAFICO (28/08/2020),1
TUMOR RENAL DERECHO EN ESTUDIO,1
EPISODIO DE ICTUS ISQUEMICO A. CEREBRAL MEDIA DCHA (06/12/2020) SIN FO,1
NEUMONÍA ADQUIRIDA EN LA COMUNIDAD LII COVID NEGATIVA,1
ROTURA DE MANGUITO HOMBRO IZQUIERDO,1
EMPIEMA PLEURAL M.TUBERCULOSIS,1
INFARTO LACUNAR IZQUIERDO CARDIOEMBÓLICO,1
HEMATOMA PROTUBERANCIAL DE PROBABLE ETIOLOGIA HIPERTENSIVA,1
PROBABLE REACCION ALERGICA  A  CLOXACILINA,1
PROBABLE SCA 2RIO ANEMIA,1
DEMENCIA TIPO E. ALZHEIMER MODERADA-SEVERA (GDS 5-6) ...,1
INGRESO POR ITU (13/05/2020),1
VOMITOS AUTOLIMITADOS EN CONTEXTO DE CUADRO INFECCIOSO,1
COINFECCION VIRUS INFLUENZA A,1
SECUELAS NEUROLÓGICAS ACV,1
RODILLA INESTABLE,1
-METÁSTASIS,1
"FRACTURA VERTEBRAL AGUDA T8, T9  Y L4, CAUSA OSTEOPORÓTICA",1
HEMATOMA SUBDURAL AGUDO ADYACENTE.,1
ANEMIA MACROCÍTICA MULTIFACTORIAL,1
SINDROME DE SJOGREN??,1
FRACTURA RAMA ILIOPUBIANA PROXIMA A COTILO E ISQUIOPUBIANA,1
ROTURA DE LABRUM,1
TRASFUSIÓN DE HEMODERIVADOS.,1
POLINEUROPATIA SENSITIVOMOTORA PRED. AXONAL EN AMBOS MMII,1
"FRACTURAS  DEL 7MO , 8VO Y 9NO ARCOS  COSTALES IZQUUIERDOS",1
INSUFICIENCIA RESPIRATORIA  PARCIAL  PERSITENTE SECUNDARIA,1
HIPERALDOSTERONISMO 2º,1
ENFERMEDAD RENAL CRÓNICA ESTADÍO 3,1
INFECCION DEL TRACTO URINARIO EN PACIENTE CON E. PARKINSON,1
HTA. DL,1
UPP DE LARGA EVOLUCION,1
BACTERIEMIA POR COLI,1
DEMENCIA DEGENERATIVA PRIMARIA-MIXTA,1
TRQUEOSTOMIA PERCUTANEA CON DESTETE DIFICIL,1
SÍNCOPE EN PCTE CON FA CONTROLADA  PREVIAMENTE NO CONOCIDA,1
LEUCOCITOSIS DE FOCO A DETERMINAR,1
HEMATOMAS SUBDURALES BILATERALES  FRONTOTEMPORAL,1
ENFERMEDAD RENAL CRÓNICA ESTADIO V TERMINAL,1
ESTENOSIS MEDULAR SEVERA DEL CANAL CENTRAL L2-L3,1
ENF. ALZHEIMER SEVERA EN EVOLUCIÓN (GDS 6) CON ALT. CONDUCTUAL,1
FRACTURA PALA ILIACA IZQ,1
INFECCIÓN URINARIA  POR E.  COLI,1
FRACTURA STRESS TIBIA CON EDEMA ÓSEO,1
LUMBOCIATALGIA  CRÓNICA AGUDIZADA,1
FOCALIDAD NEUROLÓGICA TRANSITORIA EN ESTUDIO,1
"FRACTURAS DE 6º,7º,8º Y 9º ARCOS COSTALES",1
ADENOCA DE PULMÓN T1AN0M0 CON DIAGNÓSTICO EN 2017,1
PLURIPATOLOGIA: INSUF. CARDIACA CONGESTIVA- INSUF RENAL - DIAGETES ..,1
FRACTURA DEL 6º Y 7º ARCOS COSTALES POSTERIORES IZDOS,1
GOTA  PRIMER DEDO PIE DERECHO,1
FRACTURA CUBITO-RADIO IZDOS.,1
INSUFICIENCIA CARDÍACA DERECHA CON ALTERACION DEL RITMO,1
INFECIÓN DEL TRACTO URINARIO INFERIOR (E. COLI),1
NEUMONIA BILATERALA POSTCOVID 19,1
DEMENCIA MIXTA (VASCULAR+SECUNDARIA) SEVERA (GDS 6) ...,1
ANEURISMA DE ARTERIA COMUNICANTE ANTERIOR,1
FA CON RVM RÁPIDA DAÑO MIOCARDICO SECUNDARIO,1
ULCERA EN FGLANDE,1
HEMORRAGIA INTRAPARENQUIMATOSA EXTENSA,1
POSIBLE DETERIORO COGNITIVO  NO FILIADO A ESTUDIO,1
SÍNDROME CONFUSIONAL SECUNDARIO  APREVIO,1
PAROTIDITIS DERECHA,1
NECROSIS DEDOS,1
DEMENCIA AVANZADA DE PERFIL VASCULAR,1
- BACTERIURIA ASINTOMATICA,1
INGRESO POR SEPSIS DE ORIGEN URINARIO,1
INFECCIÓN RESPIRATORIA DE VÍAS INFERIORES CON AGUDIZACIÓN 2ª EPOC,1
DEGENERACION MACULAR,1
POLINEUROPATIA Y MIOPATIA DEL ENFERMO CRITICO,1
FRACTURA COSTAL IZQ. ( 7-8 AIC ),1
INSUFICIENCIA RENAL AGUDO,1
"NEGATIVA A LA INGESTA ORAL, DESHIDRATACIÓN.",1
PROBABLE ATELECTASIA PULMONAR IZQUIERDA,1
DEBILIDAD MB. INF. IZDO EN ESTUDIO,1
NEUMONIA LOBULO SUPERIO IZQUIERDO,1
ARTROPLASTIA TOTAL RODILLA IZDA (07/06/2021),1
ENF. CORONARIA REVASCULARIZADA,1
INSUFICIENCIA RENAL EN RELACION A OBSTRUCCIÓN NEFROST IZDA RESUELTA,1
LEVE MACROCITOSIS SIN DEFICIT DE FACTORES,1
INFECCION RESPIRATORIA 2RIA BRONCOASPIRACION PROBABLEMENTE,1
FISURA 5º ARCO COSTAL DCHO,1
"ITU X P. MIRABILIS, COMPLICADA CON RAO",1
HIPONATREMIA SEVERA SINTOMÁTICA CORREGIDA,1
S.PROSTÁTICO,1
FRACTURA 5º MTC MANO IZQUIERDA,1
ILEITIS,1
EPISODIOS DE MAREO CON GIROS DE OBJETOS. VPP.,1
"INSUFICIENCIA RENAL CRÓNICA AGUDIZADA, AL ALTA G 3B",1
COLELITIASIS CON COLECISTITIS,1
DOLOR HIPOCONDRIO  DERECHO EN PCTE PENDIENTE DE I.Q.,1
ERC ESTADIO 5 A TTO PALIATIVO.,1
IAO LIGERA,1
POP MEDIATO CX CADERA D,1
ICTUS ISQUÉMICO ATEROTROMBÓTICO ACM IZQUIERDA,1
INFECCION URINARIA POR C.UREALITICUM,1
ULCERAS EN PIE,1
PCR SARS-COV-2 DEBIL PERSISTENTE,1
"ADENOCARCINOMA RENAL DE CELULAS CLARAS, CON ANEMIA SEVERA",1
- SD CONFUSIONAL DE ETIOLOGIA NO FILIADA,1
ULCERA SACRA Y EN AMBOS TALONES,1
SD. BRONCOASPIRATIVO EN PACIENTE CON ALZHEIRMER,1
"ITU NOSOCOMIAL X PSEUDOMONA  , NOSOCOMIAL",1
HEMORRAGIA CEREBRAL HEMISFÉRICA IZQUIERDA,1
ITU COMPLICADA X E. COLI BLEE NEGATIVO,1
PROBABLE SÍNDROME ANSIOSO-DEPRESIVO,1
"DESCOMPENSACIÓN DIABÉTICA, COMPONENTE ESTEROIDEO.",1
ASCITIS EN RELACIONCON MT HEPATICAS,1
NAC LID ASOCIADO A CUIDADOS SANITARIOS,1
QUEMADURA 3º G MUÑECA,1
HERNIA INGUINAL INDIRECTA DCHA.,1
"HEMATOMA SUBAGUDO, CON FOCOS DE RESANGRADO AGUDO",1
HALLAZGOS COMPATIBLES CON PNP DEL PACIENTE CRITICO,1
SECCIÓN TRAUMÁTICA DE NERVIO CUBITAL IZQUIERDO,1
"EN LA ESPALDA, CUELLO Y ZONA OCCIPITAL",1
TCE SIN PC CON TAC NORMAL EN PACIENTE ANTICOAGULADA,1
ALGIA POSTHERNIOPLASTIA.,1
SUBOCLUSION INTESTINAL POR NEO DE SIGMA,1
HEMIPARESIA IZDA (HEMORRAGIA INTRAPARENQUIMATOSA HEMISFERIO DCHO),1
SOSPECHA DE VARICELA,1
DISFAGIA OROFARINGEA + HEMIPLEJÍA DRCHA SECUELAR,1
REEMPLAZO VALVULAR MITRAL PROTESICO MECANICO,1
INGRESO POR NEUMONIA BILATERAL POR SARS-COV-2. 09/12/2021,1
INSUFIENCIA CARDIACA SECUNDARIA,1
PROBABLE SINDROME DE ABSTINECIA ALCOHOLICA,1
SEVERA ESTENOSIS DEL CANAL CENTRAL L4-L5,1
ACCIDENTE DE TRAFICO  15/12/2019,1
INFECCIÓN POR HELICOBACTER PYLORI,1
FRACTURA CABEZA FEMUR DERECHO IMPACTADA,1
DOLOR CRONICO REAGUDIZADO,1
HEMATURIA MACROSCOPICA. ANEMIA POR PÉRDIDAS SEVERA DE ORIGEN VESICAL,1
POLICONTUSINES,1
NECROSIS 2DO DEDO PIE DERECHO,1
DEPRESION DEL ADULTO MAYORR?,1
CRISIS EPILEPTICAS EN PACIENTE CON AP MENINGIOMAS.,1
"FRACTURA FACIALES HUESOS PROPIOS, MAXILAR Y ORBITA DCHOS",1
TRASTORNO PSICÓTICO AGUDO,1
DUDOSO EVENTO CEREBRAL,1
"FA ANTICOAGULADA CON SINTROM, RANGO SUBTERAPEUTICO",1
SD. DISTENCION ABDOMINAL POR ASCITIS NO TENSIONAL,1
ARTROPLASTIA TOTAL RODILLA IZDA (09/06/2022).,1
DEMENCIA MISTA (VASCULAR Y DEGENERATIVA). GDS-6,1
I. CARDICA CON DISFUNCION SISTOLICA SEVERA DE VI,1
PIE DIABETICO EN MID,1
SOSPECHA DE SINDROME PROLIFERATIVO,1
ANGOR HEMODINÁMICO CON ELEVACIÓN DE MDM EN CONTEXTO DE FA RAPIDA,1
SINDROME  ANSIOSO DEPRESIVO,1
ICTUS HEMORRAGICO VÉRTEBRO-BASILAR,1
LUXACION DE HOMBRO IZQ,1
FALLO RENAL AGUDO (ORIGEN PRERRENAL VS. RENAL),1
REACCIÓN ERISIPELOIDE EN AMBAS EXTREMIDADES INFERIORES.,1
FA PAROXISTICA . AL ALTA EN RS,1
CARDIOPATIA ISQUEMICA REVASCULARIZADO 3 BYPASS 2000,1
TRAQUEOSTOMIA EN CIERRE.,1
"DIABETES MELLITUS TIPO 2, PREVIAMENTE NO CONOCIDA",1
CONTUSION EN CADERA IZQ,1
LINFEDEMA  CRÓNICO,1
NÓDULO RENAL IZQUIERDO E/E,1
"DIVERTICULO DE ZENKER, CON DISFAGIA ASOCIADA",1
- ENCEFALOPATIA HEPATICA,1
ANTICOAGULACIÓN CON ACENOCUMAROL.,1
NODULO LSD,1
ICTUS ISQUÉMICO SUBAGUDO HEMISFÉRICO DERECHO CON EFECTO MASA,1
PACIENTE INCLUIDO EN PROGRAMA DE CUIDADOS PALIATIVOS DOMICILIARIOS,1
METÁSTASIS ÓSEAS EN PELVIS,1
"UNFOMA B DIFUSO DE CÉLULA GRANDE RICO EN CÉLULAS T, ESTADIO IVB......",1
PURPURA TROMBOCITOPENICA IDIOPATICA.,1
ERC SIN ESTADIAJE,1
NEUMONIA NOSOCOMIAL TRATADAD,1
ISQUEMIA CRONICA EEII GRADO IV - NO REVASCULARIZABLE.,1
HEMIPARESIA IZQUIERDA SECUNDARIA,1
DETERIORO DE SU ESTADO BASAL EN PACIENTE CON DETERIORO COGNITIVO,1
HEMATOMA SUBDURAL HEMISFERICO IZQUIERDO AGUDO,1
CA UROTELIAL DE VEJIGA METASTASICO A PULMON Y OSEO.,1
CRISIS COMICIALES 2º,1
FRACTURA NO DESPLAZADA DE COTILO IZQUIERDO,1
DISECCION CAROTIDEA INTERNA IZQUIERDA,1
DISFUNCIÓN SISTÓLICA DE VENTRÍCULO IZQUIERDO LEVE,1
EN TRATAMIENTO REHABILITADOR,1
HEMORRAGIA SUBARACNOIDEA HEMISFÉRICA DERECHA CON EFECTO MASA,1
"DM TIPO 2, CON MAL CONTROL",1
OCLUSION DE ACP IZQUIERDA,1
AFASIA MIXTA DE PRED. MOTOR  + HEMIPARESIA DCHA LEVE,1
DETERIORO BASAL EN PACIENTE ONCOLÓGICO.,1
INSUFICIENCIA RENAL AGUDA DE PROBABLE ORIGEN PRERENAL,1
TCE MODERADO (07/02/2022,1
ICTUS LACUNAR HEMISFERIO IZDO (23/03/2022),1
INSUF RESPIRATORIA AGUDA SECUNDARIA: RESUELTA,1
PLASMOCITOMA SOLITARIO,1
DESHIDRATACION HIPERNATREMICA GRAVE,1
EMESIS EN PACIENTE ONCOLOGICO,1
I. RENAL CRÓNICA AGUDIAZADA,1
DIARREA X CLOSTRIDIUM DIFICILE RESUELTA,1
"SINDROME CONFUSIONAL AGUDO HIPERACTIVO , SEVERO",1
MAL CONTROL TA.,1
METÁSTASIS CEREBRALES MÚLTIPLES DE NEOPLASIA MALIGNA DE MAMA,1
DOLOR OSTEOARTICULAR DE ETIOLOGIA MULTIFACTORIAL,1
FISTULA RECTOVESICAL,1
ENCEFALOPATIA GRADO I,1
INSUFICIENCIA RESPIRATORIA CRONICA SECUNDARIA,1
LIMITACIÓN FUNCIONAL GLOBAL SEVERA POR SU PATOLOGÍA DE BASE,1
ESTENOSIS VALVULAR AORTICA,1
"AIT EN EVOLUCIÓN, HEMIPARESIA IZQUIERDA.",1
"ANEMIA MULTIFACTORIAL CRÓNICA, CONOCIDA.",1
"CARCINOMA EPIDERMOIDE NASAL , CON LESIÓN ULCERATIVA",1
HEMATOMA CONSOLIDADO MII,1
NEOPLASIA GASTRICA EN TRATAMIENTO DE SOPORTE,1
CAIDA CON POLICONTUSION,1
OCLUSIÓN CAROTIDA INTERNA IZQUIERDA.,1
INFECCIÓN DENTARIA. PERIODONTITIS,1
INSUFICIENCIA RESPIRATORIA EN EL CONTEXTO DE:,1
TRATAMIENTO DE REPERFUSION COMBINADA,1
CELULITIS DE MIEMBROS INFE**********RES,1
CAIDA ACCIDENTAL SIN CONSECUENCIAS APRECIABLES,1
"SINDROME DEPRESIVO , REACTIVO",1
- FRACTURA PERTROCANTERICA IZQ.,1
ACO POR ICTUS,1
TCE- HIP,1
ISQUEMIA ARTERIAL SUBAGDOA,1
ICC AGUDA SECUNDARIA A DX PREVIO,1
PROBABLE TERATOMA EN OVARIO DERECHO,1
"FRACTURA PARIETAL, CIGOMÁTICA Y PARED POSTERIOR DEL SENO MAXILAR DEREC",1
COLONIZACION POR ACINETOBACTER,1
NEUMONIA NECROTIZANTE IZQUIERDA MULTILOBAR,1
HEMORRAGIA DIGESTIVA ALTA POR ECTASIAS VASCULARES,1
INFECCIÓN RESPIRTORIA POR MICROASPIRACIONES,1
ATELECTASIA LOBAR IZQUIERDA???,1
ITU POR PROTEUS. MIRABILIS,1
"FRACTURA DE HUESOS PROPIOS, SEPTUM NASAL ÓSEO, CELDAS ETMOIDALES Y",1
"FRACTURA-HUNDIMIENTO, AGUDO, DE L4.",1
CEFALEA AGUDA,1
ENFERMEDAD CARDIO-RENAL AVANZADA,1
FRACTURAS MULTIPLES EN CONSOLIDACION,1
OSTEONECROSIS BILATERAL DE CADERAS GIII,1
FRACTURA DE MALEOLO TIBIAL,1
NEUMOPERITONEO,1
NEUMONIA LM POR COVID-19 EN RESOLUCION,1
DEMENCIA DE CUERPOS DE LEWI,1
NEO VESICAL EN TRATAMIENTO PALIATIVO,1
FRACTURA TOBILLO DERECHO,1
FIBRINOLISIS Y TROMBECTOMIA MECANICA,1
COXALGIA IZQUIERDA POST INTERVENCIÓN QUIRURGICA DE LA CADERA IZQ.,1
PARADA RESPIRATORIA,1
DORSALGIA INCAPACITANTE SECUNDARIO A ACUÑAMIENTOS VERTEBRALES,1
DERMOCALASIA ABDOMINAL + LIPOMATOSIS SECUELA DE SD. CUSHING ENDE66.09M,1
NEUMONIA BILATERAL POR SARS-COV-2 SEVERA,1
"RESECCIÓN FRAGMENTOS DE YEYUNO, HEMICOLECTOMÍA DER. E ILEÓN TERMINAL",1
NECROSIS LARINGEA CON FOCOS DESTRUCTIVOS EN EL CARTILAGO TIROIDEO,1
ULCERA PRETIBIAL DERECHA NO INFECTADA,1
ITU COMPLICADA  X PSEUDOMONA AERUGINOSA,1
"ARRANCAMIENTO DOS UÑAS PIE IZQUIERDO, 4º Y 5º DEDO",1
ULCERA - NECROSIS HUMEDA 2º DEDO PIE DERECHO,1
FRACTURA SUCBAPITAL FÉMUR IZQUIERDO,1
PROGRESION TUMORAL DE CA DE CARDIS,1
ARTROPLASTIA TOTAL RODILLA IZDA (05/05/2022),1
ATROFIA MUSCULAR POR ENCAMAMIENTO PROGRESIVO,1
CARCINOMA ESCAMOSO PULMONAR TRATAMIENTO PALIATIVO,1
"INSUFICIENCIA RESPIRATORIA AGUDA CON INGRESO EN UCI Y VMI, RESUELTA",1
"ASMA CON SENSIBILIDAD A GRAMÍNEAS, OLIVO, ÁCAROS, PERRO, GATO",1
HIPONATREMIA  SECUNDARIO  A FARMACOS,1
INFECCIÓN RESPIRATORIA POR ACINETOBACTER COMPLEX,1
"URETEROHIDRONEFROSIS  IZQUIERDA, COLOCADA NEFROSTOMIA",1
FRACTURA EN EL PEÑASCO Y ESCAMA DEL TEMPORAL IZQUIERDA,1
PROSTATISMO SEVERO,1
HIPERTENSION PUOMONAR  MODERADA,1
NEUMONI LID ASOCIADOA CUIDADOS SANITARIOS,1
"SINDROME CONFUSIONAL AGUDO HIPERACTIVO, PERSISTENTE",1
INFARTO PULMONAR BASAL DCHO,1
ICTUS ISQUEMICO ACM DERECAHA DE PROBABLE ORIGEN ATEROTROMBOTICO,1
ALTERACION HIDROELECTROLITICA: HIPONATREMIA SINTOMATICA,1
MICOSIS INGUINAL.,1
P DE CORONAVIRUS NEGATIVA,1
ERC  AGUDIZADA,1
PAQUIPLEURITIS Y FIBROSIS RESIDUAL POST-TBC,1
FRACTURA DE MSI,1
FRACTURA HUMERO DERECHO (TTO ORTOPEDICO),1
FRACTURA SUBCAPITAL CADERA DCHA 11/03/22). P.P BIPOLAR CEMENT(17/3),1
ULCERAS CON PROGRESION TORPIDA,1
SINDROME GENERAL / CONSTITUCIONAL: HIPOACTIVO,1
MIELORADICULOPATIA POR HERPES ZOSTER,1
"FRACTURA ARCOS COSTALES 9º Y 10º DERECHO, TRAS CAIDA",1
DÉFICIT DE VIT B12 Y ÁCIDO FÓLICO,1
"SINDROME FEBRIL , PROBABLE ITU",1
UPP EN GLÚTEOS ESTADIO IV,1
INGRESO 04/11/20: SEPSIS BILIAR - COLANGITIS,1
"INSUFICIENCIA RESPIRATORIA  AGUDA PARCIAL SECUNDARIA, RESUELTO",1
COLITIS ISQUEMICA SEGMENTARIA LEVE-MODERADA,1
-NEUMONIA DEL LOBULO INFERIOR DERECHO DE GERMEN NO FILIADO,1
PROGRESION ONCOLOGICA TERMINAL/PALIATIVA,1
"DESCOMPENSACIÓN DIABÉTICA, COMPONENTE ESTEROIDEO",1
PSA MUY ELEVADO,1
CALCIFICACIÓN,1
PANCREATISIS CRONICA,1
ITU COMPLICADA POR PROTEUS MIRABILIS BLEE POSITIVO,1
INFECCIONES RESPIRATORIAS MICROASPIRATIVAS,1
APLASTAMIENTO PIE IZQ:,1
TCE SECUNDARIO,1
ARTROSIS  SUBASTRAGALINA Y DE CHOPART,1
SANGRADO RECURRENTE,1
ITU X KLEPSIELLA OXYTOCA,1
NEUMONIA NEUMOCOCCICA LID,1
"2º, 3º Y 4º DEDOS EN RESORTE MANO IZQUIERDA",1
ENFERMEDAD DE ALZHEIMER CON DETERIORO COGNITIVO SEVERO,1
NEO GASTRICA EN TTO. PALIATIVO,1
NEUMONIA BILATERAL COVID19 GRAVE,1
INFECCION HERIDA QUIRURGICA TIBIA DERECHA,1
MASA RENAL NO CONOCIDA CON INFILTRACIÓN EN VÍAS ESCRETORAS,1
ICTUS VERTEBROBASILAR SUBAGUDO,1
NEOPLASIA DE CÉLULAS EN ANILLO DE SELLO CON AFECTACION PLEURAL,1
INSUFICIENCIA RESPIRATORIA AGUDA  PARCIAL,1
PATRON DE COLESTASIS (TOXICO-MEDICAMENTOSO),1
INSUFICIENCIA RENAL AGUDA POST RENAL.,1
INFECCIÓN URINARIA  POR S. EPIDERMIDIS,1
PROBABLE  ACCIDEENTE ISQUEMICO TRANSITORIO,1
DESNUTRICIÓN PROTEICO- CALÓRICA,1
DUDOSA FA DE NOVO VS FA PAROXISTICA,1
UTERO DE RETENCION,1
NEUMONIA 2ª A BRONCOASPIRACIÓN,1
TRAUMATISMO VERTEBRAL Y ORTOPEDICO,1
TUMORACIÓN MUÑECA DERECHA,1
ROTURA DE MANGUITO RORTADOR DE HOMBRO DERECHO,1
ESTENOSIS FORAMINAL DERECHA SEVERA,1
LUMBALGIA CON MAL CONTROL ANALGESICO.,1
ENCEFALOPATÍA HIPERCÁPNÍCA,1
FALLO CARDÍACO DERECHO,1
LESIÓN NASOFARINGE E/E,1
FIBRINOLISIS IV SIN MEJORÍA NEUROLOGICA.,1
TROMBOCITOPENIA  PROB. SECUNDARIA  A  FARMACOS,1
HERPES ZOSTER EN CARA LATERAL IZQUIERDA DE CUELLO Y HOMBRO IZQUIERDO,1
ICTUS LACUNAR (MOTOR PURO) DE TOPOGRAFÍA INDETERMINADA,1
- NEUMONÍA LID,1
SOBREDOSIFICIACION SINTROM,1
ERC GUDIZADA EN PACIENTE CON TRANSPLANTE RENAL,1
DETERIORO MOTOR Y COGNITIVO ORIGEN VASCULAR,1
SINDROME CONFUSIONAL  AGUDO  HIPERACTIVO SECUNDARIO,1
CA DE PULMÓN MTETASTÁSICO,1
ACV ISQUÉMICO EXTENSO ACM IZQUIERDA EN EVOLUCIÓN,1
FRACTURA PELVICA IZQUIERDA,1
ICTERICIA SECUNDARIA A FALLO HEPÁTICO.,1
"CEREBELO IZD  Y SANGRADO INTRAVENTRICULAR , TRAS CAIDA CON TCE",1
DEFDICIT DE ACIDO FOLICO,1
DETERIOR COGNITIVO LEVE,1
ADC DE PULMÓN ESTADIO IV,1
HIPOPOTASEMIA POR PÉRDIDAS EXTRARRENALES,1
INSUFICIENCIA CARDIACA AGUDA  PREDOMINIO DERECHO,1
MICOSIS OROFARINGEA EN POSIBLE RELACIÓN A MEDICACIÓN INHALADA,1
ICTUS PREVIO Y SECUELAS MOTORAS IZQUIERDAS,1
MASTITIS IZQUIERDA VS LESIÓN MAMARIA NO FILIADA.,1
DELIRIUM HIPERACTIVO,1
DETERIORO FUNCIONAL POST COVID,1
PCR COV2 NEGATIVO,1
TCE LEVE EN PACIENTE ANTIAGREGADA,1
SINDROME CONFUSIONAL AGUDO - SUBAGUDO  HIPERACTIVO,1
FX PALTILLO VERTEBRAL SUPERIOR T2,1
"ITU NOSOCOMIAL , COMPLICADA",1
"SOBREDOSIFICACIÓN DE DICUMARÍNICOS (INR 15,34)",1
INSUFICIENCIA RENAL CRONICA AGUDIZADA PRERRENAL.,1
MANEJO CONSERVADOR,1
EPISODIO DE EAP EN RELACIÓN A CRISIS HTA EN PROBABLE RELACIÓN A ESTERO,1
ADENOCA DE PRÓSTATA EN TTO HNAL,1
HEMATURIA - ITU,1
SD. EMPEORAMIENTO GENERAL EN PACIENTE CON AP:,1
ITU POR K.PNEUMONIAE EN PORTADOR SV PERMANENTE,1
TRAUMA CRANEO FACIAL.,1
DESESTIMADO TRANSPLANTE PULMONAR,1
CAIDA CASUAL 31/08/2020,1
FRACTURA SUBCAPITAL DE HUMERO IZQUIERDO,1
PROBABLE ISQUEMIA MESENTERICA CRÓNICA,1
RETRASO CICATRIZACIÓN AMPUTACIÓ TMT PIE IZQUIERDO.,1
UPP TALON IZQUIERDO.,1
NEUMONÍA DERECHA ASOCIADA A CUIDADOS SANITARIOS,1
FOCOS HEMORRÁGICOS INTRACRANEALES SECUNDARIOS,1
NEOPLASIA PULMONAR EN LÓBULO INFERIOR IZQUIERDO,1
SÍNDROMA MALABSORCIÓN CRÓNICO,1
ADC GASTRICO ST  IV,1
FRACTURAS DE RAMA ISQUIO E ILIO-PUBIANA IZQUIERDAS,1
CARCINOMA GASTRICO E-IV CON COMPROMISO HEPATICO,1
CATARATAS OJO DERECHO,1
FRACTURA HUESOS PROPIOS NARIZ,1
- DESCOMPENSACION HIDROPICA: ASCITIS Y DERRAME PLEURAL IZQ,1
DM TIPO 2 DESCOMPENSADA POR ABANDONO DEL TRATAMIENTO,1
"ESTENOSIS AÓRTICA SEVERA, LAO MODERADA, IM MODERADA.",1
"HIPONATREMIA MODERADA , POSIBLE 2º A TTO CON  ANTIDEPRESIVO",1
COLANGIOCARCIONOMA EN EXTENSIÓN,1
ITU  COMPLICADA X P. MIRABILIS BLEE NEGATIVO,1
MENISCOPATIA DE RODILLA IZQUIERDA,1
TC EVOLUCIONADO FRONTAL IZQUIERDO,1
DM TIPO 2 NO CONOCIDA,1
ULCERA SACRA SOBREINFECTADA POR SARM,1
ITU POR K. PNEMONIE COMPLICADA,1
ACV ISQUEMICO A. CEREBRAL MEDIA DCHA 11/08/2019,1
INSUFICIENCIA MITRAL MODERADA SEVERA,1
PIE DIABÉTICO NEURO-ISQUÉMICO.,1
DISFAGIA RECIENTE,1
- HIPERNATREMIA POR DESHIDRATACIÓN,1
DEMENCIA-PARKINSON AVANZADO. GDS--7,1
PREVIAS DESCRITAS EN SU ANTECEDETES,1
ICTUS  ISQUEMICO FRONTAL DERECHO,1
"ISQUEMIA   FEMORO POPLITEO IZD , CON LESIONES ULCERATIVAS EXTENSAS",1
"ACUÑAMIENTO SUBAGUDO T12 Y L1, CAUSA OSTEOPORÓTICA PROBABLE",1
ENFERMEDAD RENAL CRÓNICA AGUDIZADA EN CONTEXTO FUNCIONAL,1
PARED MEDIAL DE AMBAS ORBITAS,1
AUMENTO DENSIDAD Y RETICULACIÓN GRASA DEL SUBCUTANEO LUMBAR Y GLUTEO I,1
ACV ISQUEMICO LOBULO FRONTAL DCHO(18/04/2020),1
HEMATOMA SUBDURAL AGUDO MARGEN DERECHO HOZ CEREBRAL,1
ENF COVID  POSITIVO: RESUELTA,1
ORQUIEPIDIMITIS  DERECHO + PIOCELE,1
FALLO RENAL AGUDO PERRENAL,1
INFECCION RESPIRATORIA DE VIAS INFERIORES.,1
FIEBRE DE ORIGEN TUMORAL,1
INFECCIÓN COVID 19 RESUELTA,1
ENFERMEDAD RENAL CRÓNICA LEVE NO CONOCIDA AGUDIZADA,1
FRACTURA PERSUBTROCANTÉREA FÉMUR DERECHO,1
RECIENTE IQ X FX DE CADERA,1
SINDROME CONFUSIONAL ORIGEN MIXTO.,1
INSUFICIENCIA RESPIRATORIA AGUDA PARCIAL SEVERA RESUELTA,1
TRAST. DE RECONOCIMIENTO HEMICUERPO IZDO + INESTABILIDAD,1
HEMATOMA SUBDURAL INTERHEMISFERICO EXTENDIDO A REGION FRONTAL DERECHA,1
ILEO PARALÍTICO NO BOSTRUCTUVO POR ESTREÑIMIENTO PERTINAZ,1
ICTUS DE PERFIL LACUNAR CORONA RADIATA IZDA (07/03/2022),1
HEMIPARESIA ESPASTICA,1
"BAV COMPLETO,IMPLANTANCIÓN MCP",1
INFECCIÓN URINARIA POR COLI BLEE. COLONIZACIÓN URINARIA POLIMICROBIANA,1
OCLUSION EN SU ORIGEN ARTERIA CARÓTIDA IZDA.,1
